seq_idx,timestamp_us,filename,curr_x,curr_y,curr_yaw,kind,t_step,x,y,yaw
0,1782210208620934486,1782210208618685407.png,49.86191940307617,-12.726322174072266,-0.5830591320991516,input,0,-1.0382643938064575,-0.031214382499456406,0.033391620963811874
0,1782210208620934486,1782210208618685407.png,49.86191940307617,-12.726322174072266,-0.5830591320991516,input,1,-1.0296066999435425,-0.035118501633405685,0.03644997254014015
0,1782210208620934486,1782210208618685407.png,49.86191940307617,-12.726322174072266,-0.5830591320991516,input,2,-1.1614238023757935,-0.05132250487804413,0.028134236112236977
0,1782210208620934486,1782210208618685407.png,49.86191940307617,-12.726322174072266,-0.5830591320991516,gt,0,0.0,0.0,0.0
0,1782210208620934486,1782210208618685407.png,49.86191940307617,-12.726322174072266,-0.5830591320991516,gt,1,0.01827271282672882,1.16202712059021,-0.028134234249591827
0,1782210208620934486,1782210208618685407.png,49.86191940307617,-12.726322174072266,-0.5830591320991516,gt,2,0.0009472600067965686,2.3127450942993164,-0.06117599830031395
0,1782210208620934486,1782210208618685407.png,49.86191940307617,-12.726322174072266,-0.5830591320991516,gt,3,-0.04328184202313423,3.4992403984069824,-0.08914773166179657
0,1782210208620934486,1782210208618685407.png,49.86191940307617,-12.726322174072266,-0.5830591320991516,gt,4,-0.13656455278396606,4.751750469207764,-0.11143644154071808
0,1782210208620934486,1782210208618685407.png,49.86191940307617,-12.726322174072266,-0.5830591320991516,gt,5,-0.24980583786964417,5.995386123657227,-0.13222073018550873
0,1782210208620934486,1782210208618685407.png,49.86191940307617,-12.726322174072266,-0.5830591320991516,gt,6,-0.36178940534591675,7.246983051300049,-0.15054568648338318
0,1782210208620934486,1782210208618685407.png,49.86191940307617,-12.726322174072266,-0.5830591320991516,pred,0,-0.04431675747036934,1.083311676979065,0.0
0,1782210208620934486,1782210208618685407.png,49.86191940307617,-12.726322174072266,-0.5830591320991516,pred,1,-0.1234777420759201,2.3010451793670654,0.0
0,1782210208620934486,1782210208618685407.png,49.86191940307617,-12.726322174072266,-0.5830591320991516,pred,2,-0.2283405065536499,3.507349729537964,0.0
0,1782210208620934486,1782210208618685407.png,49.86191940307617,-12.726322174072266,-0.5830591320991516,pred,3,-0.3575761318206787,4.730648517608643,0.0
0,1782210208620934486,1782210208618685407.png,49.86191940307617,-12.726322174072266,-0.5830591320991516,pred,4,-0.5011559724807739,5.969196319580078,0.0
0,1782210208620934486,1782210208618685407.png,49.86191940307617,-12.726322174072266,-0.5830591320991516,pred,5,-0.6291746497154236,7.177284240722656,0.0
1,1782210209120934486,1782210209152036407.png,50.84186935424805,-13.35507583618164,-0.6114698648452759,input,0,-1.0296066999435425,-0.035118501633405685,0.03644997254014015
1,1782210209120934486,1782210209152036407.png,50.84186935424805,-13.35507583618164,-0.6114698648452759,input,1,-1.1614238023757935,-0.05132250487804413,0.028134236112236977
1,1782210209120934486,1782210209152036407.png,50.84186935424805,-13.35507583618164,-0.6114698648452759,input,2,-1.1498945951461792,-0.053659092634916306,0.03304494917392731
1,1782210209120934486,1782210209152036407.png,50.84186935424805,-13.35507583618164,-0.6114698648452759,gt,0,0.0,0.0,0.0
1,1782210209120934486,1782210209152036407.png,50.84186935424805,-13.35507583618164,-0.6114698648452759,gt,1,0.015356315299868584,1.151058554649353,-0.03304494544863701
1,1782210209120934486,1782210209152036407.png,50.84186935424805,-13.35507583618164,-0.6114698648452759,gt,2,0.004809142556041479,2.338620901107788,-0.060997772961854935
1,1782210209120934486,1782210209152036407.png,50.84186935424805,-13.35507583618164,-0.6114698648452759,gt,3,-0.05282321572303772,3.593640089035034,-0.08325908333063126
1,1782210209120934486,1782210209152036407.png,50.84186935424805,-13.35507583618164,-0.6114698648452759,gt,4,-0.13047167658805847,4.8405256271362305,-0.10404033213853836
1,1782210209120934486,1782210209152036407.png,50.84186935424805,-13.35507583618164,-0.6114698648452759,gt,5,-0.20677371323108673,6.095205783843994,-0.12240485101938248
1,1782210209120934486,1782210209152036407.png,50.84186935424805,-13.35507583618164,-0.6114698648452759,gt,6,-0.31987470388412476,7.369704723358154,-0.13893643021583557
1,1782210209120934486,1782210209152036407.png,50.84186935424805,-13.35507583618164,-0.6114698648452759,pred,0,-0.03989627584815025,1.130100965499878,0.0
1,1782210209120934486,1782210209152036407.png,50.84186935424805,-13.35507583618164,-0.6114698648452759,pred,1,-0.11505721509456635,2.387277364730835,0.0
1,1782210209120934486,1782210209152036407.png,50.84186935424805,-13.35507583618164,-0.6114698648452759,pred,2,-0.21501938998699188,3.6261446475982666,0.0
1,1782210209120934486,1782210209152036407.png,50.84186935424805,-13.35507583618164,-0.6114698648452759,pred,3,-0.33865806460380554,4.873859405517578,0.0
1,1782210209120934486,1782210209152036407.png,50.84186935424805,-13.35507583618164,-0.6114698648452759,pred,4,-0.4746899902820587,6.133230209350586,0.0
1,1782210209120934486,1782210209152036407.png,50.84186935424805,-13.35507583618164,-0.6114698648452759,pred,5,-0.5950892567634583,7.359643936157227,0.0
2,1782210209620934486,1782210209618668407.png,51.79252624511719,-14.006412506103516,-0.6444844007492065,input,0,-1.1614238023757935,-0.05132250487804413,0.028134236112236977
2,1782210209620934486,1782210209618668407.png,51.79252624511719,-14.006412506103516,-0.6444844007492065,input,1,-1.1498945951461792,-0.053659092634916306,0.03304494917392731
2,1782210209620934486,1782210209618668407.png,51.79252624511719,-14.006412506103516,-0.6444844007492065,input,2,-1.1861257553100586,-0.06210019439458847,0.027935920283198357
2,1782210209620934486,1782210209618668407.png,51.79252624511719,-14.006412506103516,-0.6444844007492065,gt,0,0.0,0.0,0.0
2,1782210209620934486,1782210209618668407.png,51.79252624511719,-14.006412506103516,-0.6444844007492065,gt,1,0.028961118310689926,1.1872358322143555,-0.027935920283198357
2,1782210209620934486,1782210209618668407.png,51.79252624511719,-14.006412506103516,-0.6444844007492065,gt,2,0.01317727379500866,2.4434385299682617,-0.05017391964793205
2,1782210209620934486,1782210209618668407.png,51.79252624511719,-14.006412506103516,-0.6444844007492065,gt,3,-0.02271108701825142,3.6921565532684326,-0.07095296680927277
2,1782210209620934486,1782210209618668407.png,51.79252624511719,-14.006412506103516,-0.6444844007492065,gt,4,-0.05711975321173668,4.948632717132568,-0.08935005962848663
2,1782210209620934486,1782210209618668407.png,51.79252624511719,-14.006412506103516,-0.6444844007492065,gt,5,-0.1277414709329605,6.226141929626465,-0.10588261485099792
2,1782210209620934486,1782210209618668407.png,51.79252624511719,-14.006412506103516,-0.6444844007492065,gt,6,-0.19249214231967926,7.241557598114014,-0.11033269762992859
2,1782210209620934486,1782210209618668407.png,51.79252624511719,-14.006412506103516,-0.6444844007492065,pred,0,-0.04093199223279953,1.1740866899490356,0.0
2,1782210209620934486,1782210209618668407.png,51.79252624511719,-14.006412506103516,-0.6444844007492065,pred,1,-0.11438651382923126,2.4742069244384766,0.0
2,1782210209620934486,1782210209618668407.png,51.79252624511719,-14.006412506103516,-0.6444844007492065,pred,2,-0.21197617053985596,3.7557358741760254,0.0
2,1782210209620934486,1782210209618668407.png,51.79252624511719,-14.006412506103516,-0.6444844007492065,pred,3,-0.3348980247974396,5.044856071472168,0.0
2,1782210209620934486,1782210209618668407.png,51.79252624511719,-14.006412506103516,-0.6444844007492065,pred,4,-0.4712803065776825,6.346179485321045,0.0
2,1782210209620934486,1782210209618668407.png,51.79252624511719,-14.006412506103516,-0.6444844007492065,pred,5,-0.5893827676773071,7.615427494049072,0.0
3,1782210210120934486,1782210210151993407.png,52.758094787597656,-14.699600219726562,-0.6726033091545105,input,0,-1.1498945951461792,-0.053659092634916306,0.03304494917392731
3,1782210210120934486,1782210210151993407.png,52.758094787597656,-14.699600219726562,-0.6726033091545105,input,1,-1.1861257553100586,-0.06210019439458847,0.027935920283198357
3,1782210210120934486,1782210210151993407.png,52.758094787597656,-14.699600219726562,-0.6726033091545105,input,2,-1.2559047937393188,-0.04724746197462082,0.02223868854343891
3,1782210210120934486,1782210210151993407.png,52.758094787597656,-14.699600219726562,-0.6726033091545105,gt,0,0.0,0.0,0.0
3,1782210210120934486,1782210210151993407.png,52.758094787597656,-14.699600219726562,-0.6726033091545105,gt,1,0.019294993951916695,1.256369948387146,-0.02223868854343891
3,1782210210120934486,1782210210151993407.png,52.758094787597656,-14.699600219726562,-0.6726033091545105,gt,2,0.018276073038578033,2.505927085876465,-0.04301736503839493
3,1782210210120934486,1782210210151993407.png,52.758094787597656,-14.699600219726562,-0.6726033091545105,gt,3,0.0189589224755764,3.7631194591522217,-0.06141374632716179
3,1782210210120934486,1782210210151993407.png,52.758094787597656,-14.699600219726562,-0.6726033091545105,gt,4,-0.015965359285473824,5.042292594909668,-0.07794627547264099
3,1782210210120934486,1782210210151993407.png,52.758094787597656,-14.699600219726562,-0.6726033091545105,gt,5,-0.05233948677778244,6.059278964996338,-0.08239627629518509
3,1782210210120934486,1782210210151993407.png,52.758094787597656,-14.699600219726562,-0.6726033091545105,gt,6,-0.09758811444044113,7.364462852478027,-0.08368731290102005
3,1782210210120934486,1782210210151993407.png,52.758094787597656,-14.699600219726562,-0.6726033091545105,pred,0,-0.04036451131105423,1.210233211517334,0.0
3,1782210210120934486,1782210210151993407.png,52.758094787597656,-14.699600219726562,-0.6726033091545105,pred,1,-0.11016091704368591,2.547819137573242,0.0
3,1782210210120934486,1782210210151993407.png,52.758094787597656,-14.699600219726562,-0.6726033091545105,pred,2,-0.20491568744182587,3.869079828262329,0.0
3,1782210210120934486,1782210210151993407.png,52.758094787597656,-14.699600219726562,-0.6726033091545105,pred,3,-0.32609641551971436,5.199136734008789,0.0
3,1782210210120934486,1782210210151993407.png,52.758094787597656,-14.699600219726562,-0.6726033091545105,pred,4,-0.4618021249771118,6.542577743530273,0.0
3,1782210210120934486,1782210210151993407.png,52.758094787597656,-14.699600219726562,-0.6726033091545105,pred,5,-0.5797051191329956,7.854841709136963,0.0
4,1782210210620934486,1782210210618747407.png,53.75189971923828,-15.471085548400879,-0.695088803768158,input,0,-1.1861257553100586,-0.06210019439458847,0.027935920283198357
4,1782210210620934486,1782210210618747407.png,53.75189971923828,-15.471085548400879,-0.695088803768158,input,1,-1.2559047937393188,-0.04724746197462082,0.02223868854343891
4,1782210210620934486,1782210210618747407.png,53.75189971923828,-15.471085548400879,-0.695088803768158,input,2,-1.2489118576049805,-0.05240444093942642,0.020778242498636246
4,1782210210620934486,1782210210618747407.png,53.75189971923828,-15.471085548400879,-0.695088803768158,gt,0,0.0,0.0,0.0
4,1782210210620934486,1782210210618747407.png,53.75189971923828,-15.471085548400879,-0.695088803768158,gt,1,0.026798084378242493,1.249692678451538,-0.020778242498636246
4,1782210210620934486,1782210210618747407.png,53.75189971923828,-15.471085548400879,-0.695088803768158,gt,2,0.05545927956700325,2.506873607635498,-0.03917761519551277
4,1782210210620934486,1782210210618747407.png,53.75189971923828,-15.471085548400879,-0.695088803768158,gt,3,0.04900512471795082,3.7867438793182373,-0.055710479617118835
4,1782210210620934486,1782210210618747407.png,53.75189971923828,-15.471085548400879,-0.695088803768158,gt,4,0.035268634557724,4.8044867515563965,-0.06015830859541893
4,1782210210620934486,1782210210618747407.png,53.75189971923828,-15.471085548400879,-0.695088803768158,gt,5,0.019085967913269997,6.110790729522705,-0.06145006790757179
4,1782210210620934486,1782210210618747407.png,53.75189971923828,-15.471085548400879,-0.695088803768158,gt,6,-0.0035650627687573433,7.45175838470459,-0.058922406286001205
4,1782210210620934486,1782210210618747407.png,53.75189971923828,-15.471085548400879,-0.695088803768158,pred,0,-0.033641498535871506,1.261167049407959,0.0
4,1782210210620934486,1782210210618747407.png,53.75189971923828,-15.471085548400879,-0.695088803768158,pred,1,-0.09588436037302017,2.651211738586426,0.0
4,1782210210620934486,1782210210618747407.png,53.75189971923828,-15.471085548400879,-0.695088803768158,pred,2,-0.18096642196178436,4.027660846710205,0.0
4,1782210210620934486,1782210210618747407.png,53.75189971923828,-15.471085548400879,-0.695088803768158,pred,3,-0.28850117325782776,5.412475109100342,0.0
4,1782210210620934486,1782210210618747407.png,53.75189971923828,-15.471085548400879,-0.695088803768158,pred,4,-0.4116029441356659,6.809086799621582,0.0
4,1782210210620934486,1782210210618747407.png,53.75189971923828,-15.471085548400879,-0.695088803768158,pred,5,-0.5147024989128113,8.175418853759766,0.0
5,1782210211120934486,1782210211152014407.png,54.72787857055664,-16.256633758544922,-0.7158885598182678,input,0,-1.2559047937393188,-0.04724746197462082,0.02223868854343891
5,1782210211120934486,1782210211152014407.png,54.72787857055664,-16.256633758544922,-0.7158885598182678,input,1,-1.2489118576049805,-0.05240444093942642,0.020778242498636246
5,1782210211120934486,1782210211152014407.png,54.72787857055664,-16.256633758544922,-0.7158885598182678,input,2,-1.2546939849853516,-0.07777124643325806,0.018374774605035782
5,1782210211120934486,1782210211152014407.png,54.72787857055664,-16.256633758544922,-0.7158885598182678,gt,0,0.0,0.0,0.0
5,1782210211120934486,1782210211152014407.png,54.72787857055664,-16.256633758544922,-0.7158885598182678,gt,1,0.054515939205884933,1.25634765625,-0.018374774605035782
5,1782210211120934486,1782210211152014407.png,54.72787857055664,-16.256633758544922,-0.7158885598182678,gt,2,0.0744631290435791,2.5361006259918213,-0.03490705043077469
5,1782210211120934486,1782210211152014407.png,54.72787857055664,-16.256633758544922,-0.7158885598182678,gt,3,0.0817137286067009,3.5539302825927734,-0.039369240403175354
5,1782210211120934486,1782210211152014407.png,54.72787857055664,-16.256633758544922,-0.7158885598182678,gt,4,0.0923110768198967,4.860335826873779,-0.040656428784132004
5,1782210211120934486,1782210211152014407.png,54.72787857055664,-16.256633758544922,-0.7158885598182678,gt,5,0.09737668931484222,6.201503753662109,-0.03811118006706238
5,1782210211120934486,1782210211152014407.png,54.72787857055664,-16.256633758544922,-0.7158885598182678,gt,6,0.1386336237192154,7.537128448486328,-0.03409811481833458
5,1782210211120934486,1782210211152014407.png,54.72787857055664,-16.256633758544922,-0.7158885598182678,pred,0,-0.026994753628969193,1.2936615943908691,0.0
5,1782210211120934486,1782210211152014407.png,54.72787857055664,-16.256633758544922,-0.7158885598182678,pred,1,-0.08387827128171921,2.7257180213928223,0.0
5,1782210211120934486,1782210211152014407.png,54.72787857055664,-16.256633758544922,-0.7158885598182678,pred,2,-0.16236171126365662,4.144042015075684,0.0
5,1782210211120934486,1782210211152014407.png,54.72787857055664,-16.256633758544922,-0.7158885598182678,pred,3,-0.2610141336917877,5.5686140060424805,0.0
5,1782210211120934486,1782210211152014407.png,54.72787857055664,-16.256633758544922,-0.7158885598182678,pred,4,-0.37621429562568665,7.00418758392334,0.0
5,1782210211120934486,1782210211152014407.png,54.72787857055664,-16.256633758544922,-0.7158885598182678,pred,5,-0.47198665142059326,8.410249710083008,0.0
6,1782210211620934486,1782210211618746407.png,55.71075439453125,-17.043804168701172,-0.733950674533844,input,0,-1.2489118576049805,-0.05240444093942642,0.020778242498636246
6,1782210211620934486,1782210211618746407.png,55.71075439453125,-17.043804168701172,-0.733950674533844,input,1,-1.2546939849853516,-0.07777124643325806,0.018374774605035782
6,1782210211620934486,1782210211618746407.png,55.71075439453125,-17.043804168701172,-0.733950674533844,input,2,-1.2779340744018555,-0.06467655301094055,0.01653236523270607
6,1782210211620934486,1782210211618746407.png,55.71075439453125,-17.043804168701172,-0.733950674533844,gt,0,0.0,0.0,0.0
6,1782210211620934486,1782210211618746407.png,55.71075439453125,-17.043804168701172,-0.733950674533844,gt,1,0.04359661042690277,1.2788386344909668,-0.01653236709535122
6,1782210211620934486,1782210211618746407.png,55.71075439453125,-17.043804168701172,-0.733950674533844,gt,2,0.06966333836317062,2.2960851192474365,-0.020985979586839676
6,1782210211620934486,1782210211618746407.png,55.71075439453125,-17.043804168701172,-0.733950674533844,gt,3,0.10450921952724457,3.6014668941497803,-0.02227586880326271
6,1782210211620934486,1782210211618746407.png,55.71075439453125,-17.043804168701172,-0.733950674533844,gt,4,0.13432972133159637,4.942050457000732,-0.01974107325077057
6,1782210211620934486,1782210211618746407.png,55.71075439453125,-17.043804168701172,-0.733950674533844,gt,5,0.20028235018253326,6.27630090713501,-0.015738125890493393
6,1782210211620934486,1782210211618746407.png,55.71075439453125,-17.043804168701172,-0.733950674533844,gt,6,0.25056326389312744,7.639791965484619,-0.011167817749083042
6,1782210211620934486,1782210211618746407.png,55.71075439453125,-17.043804168701172,-0.733950674533844,pred,0,-0.022226065397262573,1.3167839050292969,0.0
